name,wins,losses,draws,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,total_fights,age,win_percentage
Josh Thornburg,8,8,0.0,"6'0""",170lbs.,--,,"May24,1984",1.2,50%,3.13,38%,2.0,66%,42%,2.0,06-15-2023,04-01-2011,16.0,40.0,0.5
Volkan Oezdemir,18,7,0.0,"6'2""",205lbs.,"75""",Orthodox,"Sep19,1989",4.53,47%,3.97,55%,0.47,28%,80%,0.0,06-15-2023,10-22-2022,25.0,35.0,0.72
Tommy Hayden,11,3,0.0,"5'9""",145lbs.,--,Southpaw,"Mar11,1986",1.48,27%,2.05,55%,3.42,33%,66%,0.0,06-15-2023,08-11-2012,14.0,38.0,0.7857142857142857
Dave Galera,5,1,0.0,"5'11""",135lbs.,--,Orthodox,"Jan12,1978",1.67,69%,0.53,33%,0.0,0%,14%,2.0,06-15-2023,01-04-2014,6.0,46.0,0.8333333333333334
Rafael Carino,2,1,1.0,"6'8""",245lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-17-1996,4.0,,0.5
Scott McDonald,1,0,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,1.0,,1.0
Kimo Leopoldo,10,7,1.0,"6'3""",235lbs.,--,Orthodox,"Jan05,1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3,06-15-2023,07-17-2005,18.0,56.0,0.5555555555555556
Beneil Dariush,22,5,1.0,"5'10""",155lbs.,"72""",Southpaw,"May06,1989",3.79,49%,2.63,58%,1.91,34%,80%,0.9,06-15-2023,06-10-2023,28.0,35.0,0.7857142857142857
Myles Jury,17,4,0.0,"5'10""",145lbs.,"73""",Orthodox,"Oct31,1988",2.94,42%,2.16,66%,2.16,55%,50%,0.3,06-15-2023,02-17-2019,21.0,36.0,0.8095238095238095
Anthony Hernandez,11,2,0.0,"6'0""",185lbs.,"75""",Orthodox,"Oct18,1993",4.33,62%,3.36,46%,6.79,57%,63%,2.9,06-15-2023,05-20-2023,13.0,31.0,0.8461538461538461
Johny Hendricks,18,8,0.0,"5'9""",185lbs.,"69""",Southpaw,"Sep12,1983",3.49,45%,3.99,53%,3.83,46%,63%,0.3,06-15-2023,11-04-2017,26.0,41.0,0.6923076923076923
Jeremy Lang,21,2,0.0,"5'11""",205lbs.,--,Southpaw,"May11,1975",1.13,50%,1.41,42%,4.22,60%,0%,4.2,06-15-2023,06-01-2008,23.0,49.0,0.9130434782608695
Chase Gibson,9,5,0.0,"5'10""",155lbs.,"72""",Orthodox,"Feb07,1990",3.13,54%,6.4,52%,0.0,0%,0%,0.0,06-15-2023,09-01-2020,14.0,34.0,0.6428571428571429
Elisha Helsper,0,4,0.0,"5'6""",135lbs.,--,Orthodox,"Feb06,1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-06-2009,4.0,41.0,0.0
Lee Brousseau,5,3,0.0,"6'1""",205lbs.,--,,"Oct04,1974",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,12-04-2010,8.0,50.0,0.625
Nick Aguirre,7,1,0.0,"5'9""",145lbs.,"74""",Southpaw,"Jan15,1996",0.93,31%,3.13,44%,0.0,0%,33%,1.0,06-15-2023,01-14-2023,8.0,28.0,0.875
Ricky Steele,6,0,0.0,"5'9""",135lbs.,"74""",Orthodox,"May26,1988",4.07,70%,2.93,50%,0.0,0%,91%,0.0,06-15-2023,08-20-2019,6.0,36.0,1.0
Wayne Phillips,7,7,0.0,--,185lbs.,--,,"Jun17,1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,04-01-2011,14.0,41.0,0.5
David Velasquez,10,10,0.0,"5'5""",145lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-10-2000,20.0,,0.5
Jimmy Flick,16,6,0.0,"5'7""",125lbs.,"68""",Orthodox,"Sep07,1990",1.9,57%,3.41,45%,2.13,42%,0%,5.7,06-15-2023,,22.0,34.0,0.7272727272727273
Diego Rivas,10,2,0.0,"5'8""",145lbs.,"69""",Orthodox,"Nov11,1991",1.37,40%,2.14,52%,1.79,60%,64%,0.9,06-15-2023,05-19-2018,12.0,33.0,0.8333333333333334
Brad Royster,1,2,0.0,--,135lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-21-2008,3.0,,0.3333333333333333
Jack Hermansson,23,8,0.0,"6'1""",185lbs.,"77""",Orthodox,"Jun10,1988",5.13,44%,3.69,55%,1.66,29%,75%,0.4,06-15-2023,12-03-2022,31.0,36.0,0.7419354838709677
David Marshall,8,4,0.0,"6'2""",170lbs.,--,,"Aug24,1984",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,10-09-2010,12.0,40.0,0.6666666666666666
Alan Gomez,2,0,0.0,--,155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,10-03-2008,2.0,,1.0
Shayilan Nuerdanbieke,39,11,0.0,"5'8""",145lbs.,"69""",Orthodox,"May04,1994",2.28,45%,2.94,50%,2.9,33%,40%,0.0,06-15-2023,04-08-2023,50.0,30.0,0.78
Adam Yandiev,9,1,0.0,"5'9""",185lbs.,"74""",Orthodox,"Aug07,1988",0.18,8%,6.14,36%,0.0,0%,25%,0.0,06-15-2023,09-15-2018,10.0,36.0,0.9
Mark Hominick,20,12,0.0,"5'8""",145lbs.,"68""",Orthodox,"Jul22,1982",4.08,42%,4.18,69%,0.25,66%,71%,0.9,06-15-2023,11-17-2012,32.0,42.0,0.625
Errol Zimmerman,0,1,0.0,"6'3""",185lbs.,--,Orthodox,"Apr20,1986",2.95,42%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,12-31-2008,1.0,38.0,0.0
Randy Couture,19,11,0.0,"6'1""",205lbs.,"75""",Orthodox,"Jun22,1963",2.85,57%,1.53,59%,2.78,46%,58%,0.5,06-15-2023,04-30-2011,30.0,61.0,0.6333333333333333
Bruno Lopes,11,0,0.0,--,205lbs.,--,,"Apr24,1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,11.0,31.0,1.0
AJ Fonseca,5,4,0.0,"5'4""",145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,12-19-2009,9.0,,0.5555555555555556
Greg Scott,3,4,0.0,"5'9""",145lbs.,--,,--,3.9,55%,7.79,37%,11.69,100%,0%,0.0,06-15-2023,,7.0,,0.42857142857142855
Ben Askren,19,2,0.0,"5'11""",170lbs.,"73""",Orthodox,"Jul18,1984",3.64,49%,5.66,36%,4.33,55%,0%,0.9,06-15-2023,10-26-2019,21.0,40.0,0.9047619047619048
JP Buys,9,5,0.0,"5'5""",125lbs.,"67""",Orthodox,"Apr30,1996",1.89,44%,3.02,39%,1.65,26%,25%,2.5,06-15-2023,06-25-2022,14.0,28.0,0.6428571428571429
Josh Neal,5,11,0.0,"6'0""",185lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-21-2008,16.0,,0.3125
Steve Steinbeiss,9,4,0.0,"6'3""",185lbs.,"75""",Orthodox,"May05,1981",3.92,55%,1.86,49%,0.44,50%,58%,0.0,06-15-2023,08-01-2010,13.0,43.0,0.6923076923076923
Scott Jorgensen,15,12,0.0,"5'5""",135lbs.,"66""",Orthodox,"Sep17,1982",3.37,40%,3.41,65%,2.61,45%,59%,0.7,06-15-2023,11-21-2015,27.0,42.0,0.5555555555555556
Marloes Coenen,23,8,0.0,"5'9""",145lbs.,"67""",,"Mar31,1981",2.15,51%,1.9,67%,0.82,30%,41%,2.5,06-15-2023,12-31-2012,31.0,43.0,0.7419354838709677
Matt Bessette,22,9,0.0,"5'10""",145lbs.,"70""",Orthodox,"Dec28,1984",4.36,41%,4.45,58%,0.64,28%,61%,0.3,06-15-2023,07-06-2018,31.0,39.0,0.7096774193548387
Keith Berry,15,14,0.0,"6'1""",185lbs.,--,,"Oct25,1987",0.27,12%,6.27,28%,0.0,0%,0%,0.0,06-15-2023,08-18-2012,29.0,37.0,0.5172413793103449
Nate Smith,6,1,0.0,"5'6""",125lbs.,"69""",Switch,"Apr09,1995",1.28,38%,2.04,35%,0.0,0%,33%,2.3,06-15-2023,09-01-2020,7.0,29.0,0.8571428571428571
Trevor Peek,8,0,0.0,"5'9""",155lbs.,"70""",Switch,"Jan09,1995",8.33,63%,5.71,42%,1.19,33%,42%,0.0,06-15-2023,,8.0,29.0,1.0
Fabiano Scherner,11,10,0.0,"6'3""",257lbs.,--,Orthodox,"Jun30,1972",1.31,31%,3.2,38%,1.09,33%,40%,0.0,06-15-2023,05-27-2006,21.0,52.0,0.5238095238095238
Tom DeBlass,9,2,0.0,"6'0""",185lbs.,--,Orthodox,"May14,1982",1.5,35%,4.43,37%,1.0,50%,28%,0.5,06-15-2023,11-10-2012,11.0,42.0,0.8181818181818182
Mitch Raposo,5,1,0.0,"5'5""",125lbs.,"64""",Switch,"Oct16,1998",2.57,25%,3.18,56%,3.67,66%,0%,0.0,06-15-2023,10-12-2021,6.0,26.0,0.8333333333333334
Mike Seal,13,15,0.0,"6'4""",185lbs.,--,Orthodox,--,5.5,68%,3.33,50%,0.0,0%,33%,0.0,06-15-2023,06-09-2006,28.0,,0.4642857142857143
Doug Marshall,18,8,0.0,"5'10""",205lbs.,--,Orthodox,"Sep09,1975",6.99,46%,4.02,60%,0.0,0%,66%,2.4,06-15-2023,03-26-2008,26.0,49.0,0.6923076923076923
Josh Appelt,15,7,0.0,"5'10""",255lbs.,--,Southpaw,"Jun19,1983",1.35,40%,11.5,32%,0.0,0%,33%,0.0,06-15-2023,07-24-2018,22.0,41.0,0.6818181818181818
Kevin Natividad,9,4,0.0,"5'6""",135lbs.,"70""",Orthodox,"Apr02,1993",2.68,34%,4.29,47%,3.66,50%,83%,0.0,06-15-2023,11-19-2022,13.0,31.0,0.6923076923076923
Lukasz Brzeski,8,3,0.0,"6'4""",236lbs.,"78""",Orthodox,"May17,1992",5.11,47%,3.35,56%,0.68,50%,42%,0.7,06-15-2023,03-11-2023,11.0,32.0,0.7272727272727273
Virgil Zwicker,15,6,1.0,"6'2""",205lbs.,"74""",,"Jun26,1982",3.34,48%,4.87,39%,1.31,30%,50%,0.0,06-15-2023,05-19-2012,22.0,42.0,0.6818181818181818
Ryan Gracie,5,2,0.0,"5'9""",200lbs.,--,Orthodox,"Aug14,1974",0.82,61%,0.5,40%,2.83,75%,25%,0.9,06-15-2023,12-31-2004,7.0,50.0,0.7142857142857143
Caio Magalhaes,10,3,0.0,"6'1""",185lbs.,"73""",Orthodox,"Dec14,1987",2.27,40%,2.78,56%,1.05,15%,58%,1.6,06-15-2023,09-10-2016,13.0,36.0,0.7692307692307693
Jim Wallhead,29,11,0.0,"5'10""",170lbs.,--,Orthodox,"Mar14,1984",3.19,26%,6.65,49%,0.0,0%,100%,0.0,06-15-2023,06-03-2017,40.0,40.0,0.725
Brad Tavares,19,9,0.0,"6'1""",185lbs.,"74""",Orthodox,"Dec21,1987",3.32,42%,3.06,56%,0.85,26%,80%,0.0,06-15-2023,,28.0,36.0,0.6785714285714286
Marcelo Guimaraes,9,2,1.0,"6'0""",185lbs.,"73""",Orthodox,"Jun25,1983",4.67,51%,4.41,62%,1.99,13%,0%,0.0,06-15-2023,03-05-2016,12.0,41.0,0.75
Fredy Serrano,3,2,0.0,"5'3""",125lbs.,"65""",Orthodox,"Sep22,1979",1.58,26%,1.89,61%,2.84,25%,84%,0.0,06-15-2023,12-17-2016,5.0,45.0,0.6
Enson Inoue,12,8,0.0,"5'10""",210lbs.,--,Orthodox,"Apr15,1967",1.7,63%,1.88,30%,0.0,0%,33%,0.0,06-15-2023,02-24-2002,20.0,57.0,0.6
Angelo Trevino,7,3,0.0,"5'11""",170lbs.,--,Switch,"Jun10,1993",5.19,54%,3.9,47%,0.0,0%,100%,0.0,06-15-2023,07-17-2018,10.0,31.0,0.7
Mike Hayes,20,12,2.0,"6'4""",230lbs.,--,Orthodox,--,4.87,55%,1.47,77%,0.0,0%,75%,4.0,06-15-2023,02-23-2008,34.0,,0.5882352941176471
Jon Delos Reyes,8,5,0.0,"5'6""",125lbs.,"67""",Orthodox,"Aug19,1987",2.99,38%,4.14,51%,3.2,83%,55%,1.9,06-15-2023,10-24-2015,13.0,37.0,0.6153846153846154
Jansey Silva,7,2,0.0,"6'2""",185lbs.,"67""",Orthodox,"May30,1995",0.46,40%,2.32,33%,0.0,0%,0%,0.0,06-15-2023,10-26-2021,9.0,29.0,0.7777777777777778
Hiroyuki Takaya,21,14,2.0,"5'6""",139lbs.,--,Orthodox,"Jun10,1977",3.18,33%,3.16,60%,0.9,45%,66%,0.0,06-15-2023,12-31-2012,37.0,47.0,0.5675675675675675
Rocky Lee,3,2,0.0,"5'9""",145lbs.,--,Orthodox,"Apr08,1987",2.47,51%,5.33,44%,1.0,10%,33%,0.0,06-15-2023,04-11-2015,5.0,37.0,0.6
Jonny Carson,11,7,0.0,"5'10""",155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-25-2009,18.0,,0.6111111111111112
Sean Pierson,14,6,0.0,"6'0""",170lbs.,"76""",Southpaw,"Mar10,1976",3.84,39%,3.73,64%,0.39,18%,66%,0.4,06-15-2023,06-15-2013,20.0,48.0,0.7
Mick Parkin,6,0,0.0,"6'4""",265lbs.,"79""",Orthodox,"Oct02,1995",3.59,53%,8.21,30%,15.38,100%,0%,7.7,06-15-2023,,6.0,29.0,1.0
Sheymon Moraes,11,4,0.0,"5'8""",145lbs.,"72""",Orthodox,"Oct11,1990",3.0,42%,3.64,63%,0.0,0%,53%,0.0,06-15-2023,07-13-2019,15.0,34.0,0.7333333333333333
Michal Oleksiejczuk,18,6,0.0,"6'0""",185lbs.,"74""",Southpaw,"Feb22,1995",4.82,49%,4.02,62%,0.6,37%,44%,0.0,06-15-2023,04-29-2023,24.0,29.0,0.75
Dricus Du Plessis,19,2,0.0,"6'1""",185lbs.,"76""",Switch,"Jan14,1994",6.72,55%,3.73,53%,2.83,47%,50%,1.3,06-15-2023,,21.0,30.0,0.9047619047619048
Sean Strickland,26,5,0.0,"6'1""",185lbs.,"76""",Orthodox,"Feb27,1991",5.76,41%,4.25,63%,1.04,64%,85%,0.2,06-15-2023,,31.0,33.0,0.8387096774193549
Jordan Dowdy,4,3,0.0,--,170lbs.,--,,--,2.11,44%,2.63,50%,0.0,0%,0%,0.0,06-15-2023,,7.0,,0.5714285714285714
Shamil Gamzatov,14,1,0.0,"6'2""",205lbs.,"76""",Orthodox,"Aug09,1990",5.35,48%,3.46,51%,0.0,0%,50%,0.0,06-15-2023,10-30-2021,15.0,34.0,0.9333333333333333
Dieusel Berto,0,3,0.0,"5'9""",200lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-12-1996,3.0,,0.0
Ivan Lopez,14,3,1.0,"5'6""",135lbs.,--,Southpaw,--,0.9,26%,2.24,65%,0.0,0%,30%,0.0,06-15-2023,04-05-2009,18.0,,0.7777777777777778
Rafael Natal,21,9,1.0,"6'0""",185lbs.,"77""",Orthodox,"Dec25,1982",3.1,47%,2.48,57%,2.55,34%,77%,0.5,06-15-2023,07-22-2017,31.0,41.0,0.6774193548387096
Danny Chavez,11,5,1.0,"5'8""",145lbs.,"67""",Orthodox,"Mar14,1987",2.86,38%,3.83,50%,1.95,60%,87%,0.0,06-15-2023,06-18-2022,17.0,37.0,0.6470588235294118
Matt Lindland,22,9,0.0,"6'0""",185lbs.,"74""",Southpaw,"May17,1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,06-15-2023,12-04-2010,31.0,54.0,0.7096774193548387
Magnus Cedenblad,14,5,0.0,"6'5""",185lbs.,"79""",Orthodox,"Apr10,1982",2.38,51%,3.02,40%,2.87,64%,66%,1.0,06-15-2023,11-19-2016,19.0,42.0,0.7368421052631579
Issac DeJesus,12,7,0.0,--,145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,02-01-2008,19.0,,0.631578947368421
Chris Liguori,15,10,0.0,"5'9""",185lbs.,--,Orthodox,--,0.29,33%,1.44,0%,0.0,0%,50%,0.0,06-15-2023,11-21-2003,25.0,,0.6
Timothy Cuamba,6,1,0.0,--,145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,7.0,,0.8571428571428571
Eric Esch,15,10,1.0,"5'11""",350lbs.,--,Orthodox,"Aug03,1968",3.07,71%,1.74,43%,0.0,0%,0%,2.0,06-15-2023,04-08-2007,26.0,56.0,0.5769230769230769
Bruno Souza,10,3,0.0,"5'10""",145lbs.,"70""",Orthodox,"Mar07,1996",3.73,39%,5.3,45%,0.5,16%,60%,0.0,06-15-2023,03-26-2022,13.0,28.0,0.7692307692307693
Sherrard Blackledge,5,1,0.0,"5'11""",155lbs.,"75""",Orthodox,"Aug16,1993",3.7,49%,3.13,55%,4.0,33%,42%,0.0,06-15-2023,11-17-2020,6.0,31.0,0.8333333333333334
Louis Jauregui,4,2,0.0,"5'7""",170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,6.0,,0.6666666666666666
Dhafir Harris,2,0,0.0,--,257lbs.,--,,"Aug04,1977",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,2.0,47.0,1.0
Sam Adkins,7,20,2.0,"6'3""",225lbs.,--,Orthodox,"Apr26,1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-20-1996,29.0,59.0,0.2413793103448276
Trevor Harris,2,2,0.0,"5'6""",145lbs.,--,,--,1.73,50%,0.43,75%,0.0,0%,50%,6.5,06-15-2023,07-28-2006,4.0,,0.5
Scott Fiedler,0,1,0.0,"6'4""",235lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-12-1996,1.0,,0.0
Vitor Belfort,26,14,0.0,"6'0""",185lbs.,"74""",Southpaw,"Apr01,1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6,06-15-2023,05-12-2018,40.0,47.0,0.65
Manny Tapia,12,14,1.0,"5'5""",135lbs.,"67""",Orthodox,"Mar14,1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2,06-15-2023,10-10-2009,27.0,43.0,0.4444444444444444
Steve Mann,12,5,0.0,"6'1""",170lbs.,--,,--,3.18,70%,0.66,57%,1.64,100%,60%,0.0,06-15-2023,,17.0,,0.7058823529411765
Nikolay Veretennikov,9,4,0.0,"6'1""",170lbs.,"74""",Orthodox,"Dec22,1989",3.47,65%,3.53,56%,0.0,0%,50%,0.0,06-15-2023,09-21-2021,13.0,34.0,0.6923076923076923
Joao Roque,7,2,4.0,"5'6""",155lbs.,--,Orthodox,"Jul22,1971",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-03-2001,13.0,53.0,0.5384615384615384
Mario Rivera,6,8,0.0,"5'10""",170lbs.,--,,--,0.0,0%,8.41,20%,0.0,0%,0%,0.0,06-15-2023,02-10-2007,14.0,,0.42857142857142855
Yuri Villefort,10,5,0.0,"6'0""",170lbs.,"73""",Orthodox,"Mar23,1991",3.18,43%,5.42,55%,2.0,35%,40%,0.3,06-15-2023,09-04-2013,15.0,33.0,0.6666666666666666
Said Nurmagomedov,17,3,0.0,"5'8""",135lbs.,"70""",Orthodox,"Apr05,1992",3.54,47%,2.15,56%,1.03,16%,65%,1.2,06-15-2023,03-11-2023,20.0,32.0,0.85
Cain Velasquez,14,3,0.0,"6'1""",240lbs.,"77""",Orthodox,"Jul28,1982",6.37,57%,2.33,57%,5.13,45%,85%,0.4,06-15-2023,02-17-2019,17.0,42.0,0.8235294117647058
Kleydson Rodrigues,8,2,0.0,"5'5""",125lbs.,"67""",Orthodox,"Oct22,1995",6.0,61%,3.0,49%,0.97,25%,66%,1.0,06-15-2023,,10.0,29.0,0.8
Emil Meek,9,5,0.0,"5'11""",170lbs.,"74""",Switch,"Aug20,1988",2.52,39%,2.53,38%,0.25,33%,47%,1.0,06-15-2023,02-22-2020,14.0,36.0,0.6428571428571429
Irina Alekseeva,5,1,0.0,"5'8""",135lbs.,"67""",Orthodox,"Jun27,1990",8.24,40%,4.12,62%,0.0,0%,0%,6.9,06-15-2023,04-29-2023,6.0,34.0,0.8333333333333334
Andy Waters,1,2,0.0,"6'0""",170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-20-2009,3.0,,0.3333333333333333
Joey Gambino,9,2,0.0,"5'7""",145lbs.,--,Orthodox,"Oct26,1988",2.47,35%,2.53,51%,0.0,0%,42%,0.8,06-15-2023,10-13-2012,11.0,36.0,0.8181818181818182
Shunichi Shimizu,30,18,0.0,"5'5""",135lbs.,--,Orthodox,"Jan31,1985",0.14,33%,4.68,30%,0.0,0%,0%,0.0,06-15-2023,01-04-2014,48.0,39.0,0.625
Mack Brewer,0,1,0.0,--,205lbs.,--,,--,0.0,0%,6.67,36%,0.0,0%,0%,0.0,06-15-2023,10-18-2002,1.0,,0.0
Igor Zinoviev,4,1,2.0,"6'1""",199lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-13-1998,7.0,,0.5714285714285714
Nikita Krylov,30,9,0.0,"6'3""",205lbs.,"77""",Orthodox,"Mar07,1992",4.38,55%,2.47,44%,2.29,38%,53%,1.4,06-15-2023,03-11-2023,39.0,32.0,0.7692307692307693
Krishaun Gilmore,0,1,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-07-2011,1.0,,0.0
Christian Uflacker,5,0,0.0,"5'11""",170lbs.,--,,"Aug04,1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-07-2009,5.0,39.0,1.0
SeongChan Hong,9,2,0.0,"5'7""",155lbs.,"69""",Orthodox,"Nov28,1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-28-2023,11.0,35.0,0.8181818181818182
Rocky Long,21,37,1.0,--,145lbs.,--,,"Feb18,1978",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,08-21-2010,59.0,46.0,0.3559322033898305
Dominick Cruz,24,4,0.0,"5'8""",135lbs.,"68""",Orthodox,"Mar09,1985",3.91,33%,2.61,70%,2.82,42%,83%,0.1,06-15-2023,08-13-2022,28.0,39.0,0.8571428571428571
Jeremy Malaterre,4,2,0.0,"5'11""",155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,10-03-2008,6.0,,0.6666666666666666
Karl Reed,6,1,0.0,"6'3""",205lbs.,"78""",Orthodox,"Oct27,1988",2.04,44%,3.84,38%,1.06,22%,53%,0.0,06-15-2023,08-13-2019,7.0,36.0,0.8571428571428571
Davey Grant,15,6,0.0,"5'8""",135lbs.,"69""",Orthodox,"Dec18,1985",4.78,44%,3.89,54%,1.41,42%,62%,0.2,06-15-2023,,21.0,38.0,0.7142857142857143
Marcos Brigagao,11,1,0.0,"6'3""",205lbs.,"76""",Southpaw,"Apr01,1996",3.07,43%,3.27,25%,0.0,0%,36%,0.0,06-15-2023,08-20-2019,12.0,28.0,0.9166666666666666
Lucas Alexander,8,3,0.0,"5'11""",145lbs.,"73""",Orthodox,"Jul28,1995",5.05,53%,1.76,72%,0.0,0%,66%,0.0,06-15-2023,03-25-2023,11.0,29.0,0.7272727272727273
Devin Cole,20,10,1.0,"6'4""",240lbs.,--,Orthodox,"Oct01,1976",3.5,55%,2.14,48%,2.18,42%,66%,0.0,06-15-2023,12-17-2011,31.0,48.0,0.6451612903225806
Blake Watkins,5,1,0.0,--,185lbs.,--,,--,5.45,62%,7.64,61%,0.0,0%,0%,0.0,06-15-2023,,6.0,,0.8333333333333334
ChangHo Lee,8,1,0.0,"5'8""",135lbs.,"69""",Orthodox,"May09,1994",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-28-2023,9.0,30.0,0.8888888888888888
Michelle Maher,1,2,0.0,--,145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,02-10-2007,3.0,,0.3333333333333333
Yuki Ishikawa,0,2,0.0,"5'11""",205lbs.,--,Orthodox,--,1.07,28%,8.57,11%,0.0,0%,50%,0.0,06-15-2023,11-03-2001,2.0,,0.0
Rodrigo Lidio,12,3,0.0,"5'11""",155lbs.,"73""",Orthodox,"Jul07,1989",0.97,50%,0.0,100%,0.0,0%,50%,0.0,06-15-2023,08-30-2022,15.0,35.0,0.8
Rob McCullough,19,8,0.0,"5'9""",155lbs.,"69""",Orthodox,"May26,1977",2.47,36%,2.84,59%,0.46,100%,68%,0.0,06-15-2023,09-24-2011,27.0,47.0,0.7037037037037037
Aaron Rosa,18,6,0.0,"6'4""",205lbs.,"77""",Orthodox,"May28,1983",4.03,47%,4.41,45%,0.36,33%,85%,0.4,06-15-2023,03-02-2012,24.0,41.0,0.75
Samy Schiavo,10,6,0.0,"5'8""",155lbs.,--,Orthodox,"Dec24,1975",1.68,34%,2.62,38%,0.94,50%,66%,0.9,06-15-2023,10-18-2008,16.0,48.0,0.625
Mario Neto,13,5,0.0,"6'0""",229lbs.,--,Orthodox,--,1.89,50%,1.89,70%,2.84,100%,0%,0.0,06-15-2023,09-23-2006,18.0,,0.7222222222222222
Joe Pearson,45,30,1.0,"5'10""",145lbs.,--,Orthodox,"Mar28,1978",0.59,18%,3.51,33%,0.0,0%,0%,4.4,06-15-2023,01-20-2007,76.0,46.0,0.5921052631578947
Shana Dobson,4,5,0.0,"5'6""",125lbs.,"69""",Orthodox,"Mar30,1989",3.34,37%,5.2,50%,0.84,50%,14%,0.0,06-15-2023,02-20-2021,9.0,35.0,0.4444444444444444
Montserrat Conejo,10,2,0.0,"5'0""",115lbs.,"61""",Southpaw,"Feb03,1993",1.16,37%,2.44,51%,3.85,80%,0%,1.9,06-15-2023,07-17-2021,12.0,31.0,0.8333333333333334
Vernon White,26,33,2.0,"6'0""",205lbs.,--,Southpaw,"Dec03,1971",2.11,38%,2.2,54%,0.88,28%,44%,0.0,06-15-2023,12-08-2006,61.0,53.0,0.4262295081967213
Nick Maximov,8,2,0.0,"6'0""",185lbs.,"76""",Southpaw,"Dec23,1997",1.93,45%,2.64,46%,4.16,45%,35%,0.2,06-15-2023,10-15-2022,10.0,26.0,0.8
Chad Corvin,5,0,0.0,"6'5""",255lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,5.0,,1.0
Qiu Lun,16,9,0.0,"5'8""",125lbs.,"66""",Southpaw,"Jul08,1997",3.51,46%,1.78,67%,0.67,18%,68%,0.0,06-15-2023,10-23-2022,25.0,27.0,0.64
George Zuniga,3,1,0.0,"5'9""",185lbs.,--,,--,7.64,38%,5.45,37%,0.0,0%,100%,0.0,06-15-2023,,4.0,,0.75
Julio Arce,18,6,0.0,"5'7""",135lbs.,"70""",Southpaw,"Oct27,1989",4.38,36%,3.1,68%,0.49,30%,95%,0.4,06-15-2023,11-12-2022,24.0,35.0,0.75
Garett Whiteley,7,3,0.0,"6'0""",155lbs.,"72""",Orthodox,"Dec13,1980",3.72,48%,4.04,46%,0.0,0%,27%,0.9,06-15-2023,12-13-2014,10.0,43.0,0.7
Neiman Gracie,6,0,0.0,"6'0""",170lbs.,--,,--,0.77,100%,0.38,75%,5.77,100%,0%,5.8,06-15-2023,,6.0,,1.0
